State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
39,13,6,42101,1,39.9679,-80.7464,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/8/2020,Parts per million,None,24,100,-0.091667,0,0,0,, - ,Shadyside,2 BALL PARK RD.,Ohio,Belmont,Shadyside,"Wheeling, WV-OH",10/31/2021
39,13,6,42101,1,39.9679,-80.7464,NAD83,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,1/9/2020,Parts per million,None,1,4,-0.1,-0.1,0,0,, - ,Shadyside,2 BALL PARK RD.,Ohio,Belmont,Shadyside,"Wheeling, WV-OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/1/2020,Parts per million,None,24,100,0.191667,0.2,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/2/2020,Parts per million,None,24,100,0.2625,0.4,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/3/2020,Parts per million,None,23,96,0.182609,0.4,9,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/4/2020,Parts per million,None,24,100,0.054167,0.1,11,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/5/2020,Parts per million,None,24,100,0.2125,0.5,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/6/2020,Parts per million,None,24,100,0.233333,0.4,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/7/2020,Parts per million,None,23,96,0.265217,0.4,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/8/2020,Parts per million,None,22,92,0.163636,0.3,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/9/2020,Parts per million,None,24,100,0.233333,0.4,20,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/10/2020,Parts per million,None,24,100,0.316667,0.6,19,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/11/2020,Parts per million,None,24,100,0.316667,0.5,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/12/2020,Parts per million,None,24,100,0.2,0.3,14,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/13/2020,Parts per million,None,24,100,0.345833,0.6,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/14/2020,Parts per million,None,24,100,0.325,0.6,11,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/15/2020,Parts per million,None,22,92,0.286364,0.5,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/16/2020,Parts per million,None,24,100,0.116667,0.2,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/17/2020,Parts per million,None,24,100,0.2125,0.5,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/18/2020,Parts per million,None,24,100,0.2625,0.7,12,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/19/2020,Parts per million,None,24,100,0.204167,0.3,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/20/2020,Parts per million,None,24,100,0.241667,0.4,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/21/2020,Parts per million,None,24,100,0.341667,0.5,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/22/2020,Parts per million,None,24,100,0.65,1.1,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/23/2020,Parts per million,None,18,75,0.455556,0.7,14,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/24/2020,Parts per million,None,22,92,0.25,0.4,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/25/2020,Parts per million,None,24,100,0.216667,0.3,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/26/2020,Parts per million,None,24,100,0.166667,0.2,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/27/2020,Parts per million,None,24,100,0.216667,0.4,18,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/28/2020,Parts per million,None,24,100,0.204167,0.3,14,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/29/2020,Parts per million,None,23,96,0.26087,0.5,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/30/2020,Parts per million,None,22,92,0.322727,0.5,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/31/2020,Parts per million,None,23,96,0.334783,0.6,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/1/2020,Parts per million,None,24,100,0.3125,0.4,9,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/2/2020,Parts per million,None,24,100,0.233333,0.4,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/3/2020,Parts per million,None,24,100,0.554167,1.1,10,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/4/2020,Parts per million,None,24,100,0.316667,0.4,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/5/2020,Parts per million,None,24,100,0.366667,0.6,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/6/2020,Parts per million,None,23,96,0.326087,0.5,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/7/2020,Parts per million,None,24,100,0.279167,1.1,9,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/8/2020,Parts per million,None,24,100,0.2875,0.5,19,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/9/2020,Parts per million,None,24,100,0.291667,0.4,3,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/10/2020,Parts per million,None,24,100,0.341667,0.5,14,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/11/2020,Parts per million,None,24,100,0.358333,0.5,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/12/2020,Parts per million,None,22,92,0.286364,0.4,5,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/13/2020,Parts per million,None,24,100,0.1875,0.4,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/14/2020,Parts per million,None,24,100,0.216667,0.4,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/15/2020,Parts per million,None,24,100,0.491667,1.1,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/16/2020,Parts per million,None,24,100,0.245833,0.4,18,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/17/2020,Parts per million,None,24,100,0.325,0.4,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/18/2020,Parts per million,None,24,100,0.4375,1,3,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/19/2020,Parts per million,None,22,92,0.209091,0.3,10,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/20/2020,Parts per million,None,24,100,0.158333,0.4,17,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/21/2020,Parts per million,None,24,100,0.225,0.4,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/22/2020,Parts per million,None,24,100,0.2,0.2,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/23/2020,Parts per million,None,24,100,0.229167,0.5,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/24/2020,Parts per million,None,24,100,0.3375,0.5,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/25/2020,Parts per million,None,24,100,0.333333,0.4,2,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/26/2020,Parts per million,None,24,100,0.308333,0.5,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/27/2020,Parts per million,None,23,96,0.169565,0.2,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/28/2020,Parts per million,None,24,100,0.204167,0.3,16,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/29/2020,Parts per million,None,24,100,0.225,0.3,9,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/1/2020,Parts per million,None,24,100,1.1375,6.1,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/2/2020,Parts per million,None,24,100,0.341667,0.4,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
39,35,51,42101,1,41.504605,-81.69045,NAD83,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/3/2020,Parts per million,None,24,100,0.358333,0.7,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,Galleria,1301 E. 9TH ST.,Ohio,Cuyahoga,Cleveland,"Cleveland-Elyria, OH",10/31/2021
